dictionary,hiragana,meaning,type,transitivity,negative,polite,conditional,volitional,te,past,negativePast,passive,causative,potential,imperative
追加する,ついかする,to add,irregular,-,追加しない,追加します,追加すれば,追加しよう,追加して,追加した,追加しなかった,追加される,追加させる,追加できる,追加しろ
追求する,ついきゅうする,to pursue,irregular,-,追求しない,追求します,追求すれば,追求しよう,追求して,追求した,追求しなかった,追求される,追求させる,追求できる,追求しろ
墜落する,ついらくする,"to fall, to crash",irregular,-,墜落しない,墜落します,墜落すれば,墜落しよう,墜落して,墜落した,墜落しなかった,墜落される,墜落させる,墜落できる,墜落しろ
通過する,つうかする,to pass,irregular,-,通過しない,通過します,通過すれば,通過しよう,通過して,通過した,通過しなかった,通過される,通過させる,通過できる,通過しろ
通勤する,つうきんする,to commute (to work),irregular,-,通勤しない,通勤します,通勤すれば,通勤しよう,通勤して,通勤した,通勤しなかった,通勤される,通勤させる,通勤できる,通勤しろ
通信する,つうしんする,"to correspond, to communicate",irregular,-,通信しない,通信します,通信すれば,通信しよう,通信して,通信した,通信しなかった,通信される,通信させる,通信できる,通信しろ
運動する,うんどうする,to exercise,irregular,-,運動しない,運動します,運動すれば,運動しよう,運動して,運動した,運動しなかった,運動される,運動させる,運動できる,運動しろ
運送する,うんそうする,to transport,irregular,-,運送しない,運送します,運送すれば,運送しよう,運送して,運送した,運送しなかった,運送される,運送させる,運送できる,運送しろ
運転する,うんてんする,to drive (a car),irregular,-,運転しない,運転します,運転すれば,運転しよう,運転して,運転した,運転しなかった,運転される,運転させる,運転できる,運転しろ
約束する,やくそくする,to promise,irregular,-,約束しない,約束します,約束すれば,約束しよう,約束して,約束した,約束しなかった,約束される,約束させる,約束できる,約束しろ
要求する,ようきゅうする,to demand,irregular,-,要求しない,要求します,要求すれば,要求しよう,要求して,要求した,要求しなかった,要求される,要求させる,要求できる,要求しろ
予習する,よしゅうする,to prepare one's lessons,irregular,-,予習しない,予習します,予習すれば,予習しよう,予習して,予習した,予習しなかった,予習される,予習させる,予習できる,予習しろ
予想する,よそうする,"to expect, to forecast",irregular,-,予想しない,予想します,予想すれば,予想しよう,予想して,予想した,予想しなかった,予想される,予想させる,予想できる,予想しろ
予約する,よやくする,to reserve,irregular,-,予約しない,予約します,予約すれば,予約しよう,予約して,予約した,予約しなかった,予約される,予約させる,予約できる,予約しろ
誘拐する,ゆうかいする,"to abduct, to kidnap",irregular,-,誘拐しない,誘拐します,誘拐すれば,誘拐しよう,誘拐して,誘拐した,誘拐しなかった,誘拐される,誘拐させる,誘拐できる,誘拐しろ
輸入する,ゆにゅうする,to import,irregular,-,輸入しない,輸入します,輸入すれば,輸入しよう,輸入して,輸入した,輸入しなかった,輸入される,輸入させる,輸入できる,輸入しろ
優勝する,ゆうしょうする,to win a championship,irregular,-,優勝しない,優勝します,優勝すれば,優勝しよう,優勝して,優勝した,優勝しなかった,優勝される,優勝させる,優勝できる,優勝しろ
輸出する,ゆしゅつする,to export,irregular,-,輸出しない,輸出します,輸出すれば,輸出しよう,輸出して,輸出した,輸出しなかった,輸出される,輸出させる,輸出できる,輸出しろ
郵送する,ゆうそうする,to mail,irregular,-,郵送しない,郵送します,郵送すれば,郵送しよう,郵送して,郵送した,郵送しなかった,郵送される,郵送させる,郵送できる,郵送しろ
残業する,ざんぎょうする,to work overtime,irregular,-,残業しない,残業します,残業すれば,残業しよう,残業して,残業した,残業しなかった,残業される,残業させる,残業できる,残業しろ
増加する,ぞうかする,to increase,irregular,-,増加しない,増加します,増加すれば,増加しよう,増加して,増加した,増加しなかった,増加される,増加させる,増加できる,増加しろ
